user_id,page_views,add_to_cart,purchase,use_count,days_to_first_use,days_since_last_use,年龄,职业,性别,使用频率（次/周）,主要使用时间,cluster
310.0,29.0,5.0,1.0,6.0,0.0,216.0,40,公司职员,女,10.0,19:00-21:00,1
311.0,24.0,3.0,1.0,7.0,1.0,350.0,16,高中生,男,14.0,9:00-11:00,1
312.0,22.0,4.0,1.0,1.0,2.0,9.0,44,教师,男,6.0,15:00-17:00,0
313.0,20.0,2.0,1.0,6.0,0.0,252.0,39,全职妈妈,女,13.0,20:30-22:00,0
314.0,29.0,6.0,1.0,4.0,3.0,224.0,13,初中生,男,13.0,20:00-21:30,1
315.0,20.0,1.0,1.0,2.0,0.0,28.0,41,教师,女,10.0,20:30-22:00,0
317.0,22.0,3.0,1.0,5.0,0.0,70.0,13,初中生,女,13.0,9:00-11:00,0
318.0,11.0,2.0,1.0,5.0,7.0,20.0,9,小学生,男,8.0,20:00-21:30,0
319.0,25.0,7.0,1.0,3.0,6.0,84.0,16,高中生,女,9.0,17:00-19:00,1
321.0,21.0,4.0,1.0,11.0,2.0,583.0,37,公司职员,女,6.0,19:00-21:00,1
323.0,24.0,4.0,1.0,6.0,6.0,54.0,37,自由职业者,男,2.0,15:00-17:00,1
324.0,17.0,4.0,1.0,5.0,1.0,55.0,16,高中生,男,5.0,20:00-21:30,0
325.0,15.0,7.0,1.0,3.0,2.0,159.0,16,高中生,女,8.0,20:00-21:30,0
326.0,21.0,5.0,1.0,4.0,7.0,12.0,16,高中生,男,4.0,17:00-19:00,0
327.0,28.0,6.0,1.0,10.0,3.0,300.0,18,高中生,女,7.0,17:00-19:00,1
328.0,22.0,5.0,1.0,1.0,3.0,17.0,39,教师,男,4.0,20:30-22:00,0
329.0,15.0,3.0,1.0,8.0,4.0,120.0,18,高中生,男,2.0,20:00-21:30,0
330.0,21.0,2.0,1.0,3.0,5.0,117.0,16,高中生,女,10.0,17:00-19:00,0
331.0,17.0,4.0,1.0,5.0,6.0,175.0,43,自由职业者,男,6.0,19:00-21:00,0
333.0,22.0,3.0,1.0,11.0,5.0,242.0,30,公司职员,男,8.0,19:00-21:00,1
334.0,25.0,6.0,1.0,3.0,3.0,33.0,17,高中生,男,1.0,20:00-21:30,0
335.0,21.0,3.0,1.0,4.0,7.0,132.0,37,自由职业者,女,11.0,19:00-21:00,0
336.0,20.0,4.0,1.0,3.0,7.0,105.0,34,自由职业者,男,9.0,20:30-22:00,0
337.0,16.0,1.0,1.0,3.0,4.0,108.0,44,教师,女,8.0,15:00-17:00,0
338.0,19.0,3.0,1.0,8.0,5.0,16.0,8,小学生,男,13.0,20:00-21:30,0
339.0,23.0,6.0,1.0,1.0,5.0,8.0,8,小学生,男,4.0,17:00-19:00,0
340.0,24.0,4.0,1.0,5.0,0.0,300.0,14,初中生,女,14.0,9:00-11:00,1
341.0,17.0,4.0,1.0,7.0,0.0,364.0,16,高中生,女,4.0,20:00-21:30,1
342.0,25.0,7.0,1.0,3.0,0.0,51.0,13,初中生,女,6.0,20:00-21:30,0
343.0,23.0,7.0,1.0,7.0,1.0,294.0,9,小学生,男,7.0,9:00-11:00,1
344.0,14.0,2.0,1.0,5.0,5.0,170.0,14,初中生,男,3.0,20:00-21:30,0
345.0,26.0,5.0,1.0,7.0,7.0,392.0,17,高中生,女,9.0,20:00-21:30,1
346.0,23.0,3.0,1.0,5.0,7.0,270.0,32,全职妈妈,男,14.0,19:00-21:00,1
347.0,18.0,8.0,1.0,7.0,1.0,231.0,17,高中生,男,6.0,9:00-11:00,1
348.0,17.0,6.0,1.0,5.0,7.0,200.0,14,初中生,女,7.0,17:00-19:00,1
349.0,16.0,3.0,1.0,4.0,4.0,52.0,17,高中生,男,12.0,20:00-21:30,0
350.0,20.0,6.0,1.0,5.0,6.0,15.0,17,高中生,男,13.0,17:00-19:00,0
351.0,26.0,5.0,1.0,11.0,3.0,308.0,12,小学生,男,9.0,9:00-11:00,1
352.0,18.0,4.0,1.0,7.0,5.0,280.0,16,高中生,男,10.0,9:00-11:00,1
355.0,22.0,2.0,1.0,0.0,7.0,0.0,10,小学生,女,6.0,20:00-21:30,0
356.0,25.0,7.0,1.0,10.0,6.0,270.0,34,销售经理,女,7.0,20:30-22:00,1
357.0,27.0,7.0,1.0,5.0,0.0,205.0,16,高中生,女,1.0,9:00-11:00,1
358.0,20.0,5.0,1.0,5.0,5.0,75.0,11,小学生,男,9.0,17:00-19:00,0
359.0,18.0,1.0,1.0,3.0,2.0,33.0,14,初中生,女,4.0,9:00-11:00,0
360.0,23.0,4.0,1.0,4.0,1.0,204.0,14,初中生,男,3.0,17:00-19:00,0
361.0,16.0,2.0,1.0,2.0,1.0,8.0,18,高中生,男,2.0,9:00-11:00,0
362.0,15.0,2.0,1.0,2.0,5.0,66.0,41,自由职业者,女,9.0,15:00-17:00,0
363.0,18.0,1.0,1.0,7.0,6.0,287.0,14,初中生,女,12.0,9:00-11:00,1
364.0,23.0,8.0,1.0,3.0,0.0,0.0,41,教师,女,2.0,19:00-21:00,0
365.0,17.0,4.0,1.0,1.0,1.0,38.0,45,教师,男,9.0,15:00-17:00,0
366.0,27.0,4.0,1.0,3.0,0.0,93.0,15,初中生,男,2.0,17:00-19:00,0
367.0,22.0,4.0,1.0,7.0,4.0,175.0,15,初中生,女,9.0,20:00-21:30,1
368.0,20.0,4.0,1.0,5.0,3.0,80.0,32,销售经理,男,6.0,15:00-17:00,0
369.0,21.0,5.0,1.0,5.0,6.0,235.0,10,小学生,女,6.0,17:00-19:00,1
370.0,16.0,3.0,1.0,4.0,2.0,232.0,35,销售经理,女,3.0,20:30-22:00,0
371.0,13.0,5.0,1.0,5.0,3.0,130.0,16,高中生,女,9.0,17:00-19:00,0
372.0,17.0,3.0,1.0,5.0,3.0,115.0,13,初中生,男,12.0,17:00-19:00,0
373.0,18.0,8.0,1.0,3.0,4.0,102.0,15,初中生,女,14.0,17:00-19:00,0
374.0,24.0,7.0,1.0,3.0,1.0,135.0,15,初中生,女,5.0,17:00-19:00,0
375.0,22.0,3.0,1.0,6.0,2.0,246.0,18,高中生,女,9.0,9:00-11:00,1
376.0,24.0,8.0,1.0,6.0,1.0,318.0,11,小学生,男,11.0,9:00-11:00,1
377.0,22.0,2.0,1.0,4.0,5.0,152.0,40,销售经理,女,10.0,19:00-21:00,0
378.0,21.0,6.0,1.0,9.0,3.0,225.0,32,公司职员,男,11.0,15:00-17:00,1
379.0,19.0,3.0,1.0,6.0,5.0,288.0,13,初中生,女,7.0,9:00-11:00,1
380.0,14.0,5.0,1.0,5.0,0.0,185.0,17,高中生,女,9.0,20:00-21:30,0
381.0,24.0,7.0,1.0,5.0,3.0,110.0,17,高中生,男,13.0,9:00-11:00,1
382.0,24.0,6.0,1.0,4.0,1.0,84.0,14,初中生,男,1.0,17:00-19:00,0
383.0,17.0,5.0,1.0,10.0,3.0,30.0,14,初中生,男,6.0,9:00-11:00,1
384.0,25.0,4.0,1.0,6.0,0.0,288.0,12,小学生,男,14.0,20:00-21:30,1
385.0,18.0,1.0,1.0,2.0,4.0,116.0,41,教师,女,2.0,20:30-22:00,0
386.0,19.0,3.0,1.0,4.0,5.0,32.0,13,初中生,男,4.0,17:00-19:00,0
387.0,29.0,4.0,1.0,3.0,7.0,9.0,9,小学生,女,14.0,9:00-11:00,0
388.0,31.0,7.0,1.0,2.0,5.0,12.0,13,初中生,女,10.0,9:00-11:00,1
389.0,16.0,2.0,1.0,5.0,1.0,110.0,13,初中生,男,9.0,20:00-21:30,0
390.0,27.0,10.0,1.0,6.0,3.0,6.0,17,高中生,男,2.0,20:00-21:30,1
391.0,25.0,6.0,1.0,5.0,1.0,240.0,16,高中生,男,6.0,17:00-19:00,1
392.0,17.0,5.0,1.0,10.0,4.0,230.0,10,小学生,女,14.0,9:00-11:00,1
393.0,30.0,4.0,1.0,5.0,3.0,195.0,17,高中生,女,14.0,17:00-19:00,1
394.0,16.0,5.0,1.0,5.0,7.0,270.0,14,初中生,女,13.0,20:00-21:30,1
395.0,28.0,9.0,1.0,4.0,3.0,120.0,14,初中生,男,9.0,17:00-19:00,1
396.0,24.0,5.0,1.0,4.0,7.0,184.0,14,初中生,男,9.0,20:00-21:30,1
397.0,30.0,6.0,1.0,3.0,1.0,90.0,33,自由职业者,男,2.0,20:30-22:00,1
398.0,18.0,5.0,1.0,6.0,1.0,276.0,14,初中生,女,6.0,17:00-19:00,1
399.0,17.0,2.0,1.0,4.0,0.0,156.0,11,小学生,男,1.0,17:00-19:00,0
400.0,13.0,3.0,1.0,2.0,6.0,94.0,12,小学生,男,8.0,9:00-11:00,0
401.0,19.0,3.0,1.0,9.0,6.0,450.0,18,高中生,女,3.0,20:00-21:30,1
402.0,12.0,1.0,1.0,5.0,4.0,210.0,35,自由职业者,男,10.0,15:00-17:00,0
403.0,21.0,3.0,1.0,9.0,6.0,297.0,40,销售经理,女,9.0,15:00-17:00,1
404.0,18.0,1.0,1.0,5.0,0.0,270.0,18,高中生,男,14.0,17:00-19:00,0
405.0,27.0,2.0,1.0,5.0,5.0,115.0,15,初中生,男,7.0,9:00-11:00,0
406.0,17.0,2.0,1.0,1.0,7.0,48.0,15,初中生,女,11.0,17:00-19:00,0
407.0,27.0,9.0,1.0,5.0,3.0,295.0,17,高中生,女,13.0,9:00-11:00,1
408.0,27.0,6.0,1.0,8.0,1.0,200.0,18,高中生,男,8.0,17:00-19:00,1
409.0,25.0,9.0,1.0,6.0,3.0,90.0,18,高中生,女,14.0,20:00-21:30,1
410.0,21.0,4.0,1.0,2.0,3.0,112.0,12,小学生,男,10.0,9:00-11:00,0
412.0,20.0,4.0,1.0,5.0,5.0,60.0,13,初中生,男,13.0,9:00-11:00,0
413.0,17.0,3.0,1.0,4.0,2.0,56.0,34,公司职员,女,9.0,20:30-22:00,0
414.0,19.0,2.0,1.0,6.0,6.0,156.0,42,全职妈妈,男,3.0,20:30-22:00,0
415.0,18.0,4.0,1.0,5.0,3.0,15.0,41,自由职业者,女,14.0,15:00-17:00,0
416.0,10.0,1.0,1.0,6.0,7.0,90.0,18,高中生,男,8.0,17:00-19:00,0
417.0,19.0,4.0,1.0,5.0,1.0,145.0,39,自由职业者,男,5.0,20:30-22:00,0
418.0,25.0,6.0,1.0,4.0,7.0,172.0,40,全职妈妈,男,9.0,15:00-17:00,1
419.0,20.0,2.0,1.0,7.0,3.0,203.0,13,初中生,女,9.0,20:00-21:30,1
420.0,30.0,3.0,1.0,5.0,5.0,175.0,41,全职妈妈,女,13.0,19:00-21:00,1
421.0,22.0,6.0,1.0,7.0,7.0,14.0,14,初中生,女,2.0,20:00-21:30,1
422.0,30.0,6.0,1.0,6.0,2.0,126.0,45,自由职业者,男,14.0,15:00-17:00,1
424.0,17.0,8.0,1.0,8.0,3.0,168.0,18,高中生,男,1.0,9:00-11:00,1
425.0,17.0,1.0,1.0,4.0,4.0,196.0,37,教师,男,7.0,20:30-22:00,0
426.0,25.0,6.0,1.0,3.0,5.0,168.0,34,公司职员,男,9.0,19:00-21:00,1
428.0,24.0,3.0,1.0,10.0,4.0,540.0,15,初中生,男,13.0,17:00-19:00,1
429.0,26.0,3.0,1.0,6.0,7.0,354.0,16,高中生,女,12.0,17:00-19:00,1
430.0,17.0,2.0,1.0,4.0,3.0,192.0,43,教师,女,3.0,19:00-21:00,0
431.0,22.0,3.0,1.0,3.0,5.0,33.0,45,全职妈妈,男,12.0,20:30-22:00,0
432.0,14.0,1.0,1.0,3.0,1.0,162.0,39,公司职员,女,2.0,20:30-22:00,0
433.0,18.0,4.0,1.0,5.0,3.0,100.0,15,初中生,女,8.0,17:00-19:00,0
435.0,14.0,3.0,1.0,6.0,2.0,18.0,10,小学生,女,12.0,17:00-19:00,0
436.0,19.0,9.0,1.0,2.0,5.0,60.0,9,小学生,女,10.0,9:00-11:00,0
437.0,24.0,7.0,1.0,5.0,5.0,215.0,42,教师,女,9.0,20:30-22:00,1
438.0,13.0,3.0,1.0,2.0,4.0,60.0,12,小学生,男,3.0,20:00-21:30,0
440.0,26.0,6.0,1.0,3.0,7.0,66.0,14,初中生,女,5.0,9:00-11:00,1
441.0,21.0,4.0,1.0,5.0,6.0,265.0,38,公司职员,女,12.0,19:00-21:00,1
442.0,26.0,5.0,1.0,2.0,7.0,104.0,7,小学生,男,3.0,20:00-21:30,0
443.0,23.0,2.0,1.0,6.0,7.0,114.0,18,高中生,女,12.0,17:00-19:00,1
444.0,18.0,6.0,1.0,6.0,2.0,84.0,17,高中生,男,4.0,17:00-19:00,0
445.0,25.0,5.0,1.0,7.0,5.0,154.0,34,全职妈妈,男,10.0,20:30-22:00,1
446.0,24.0,3.0,1.0,6.0,3.0,162.0,15,初中生,女,13.0,9:00-11:00,1
447.0,23.0,4.0,1.0,6.0,2.0,90.0,37,教师,女,10.0,19:00-21:00,0
448.0,16.0,3.0,1.0,4.0,4.0,144.0,18,高中生,女,2.0,9:00-11:00,0
449.0,27.0,7.0,1.0,4.0,2.0,80.0,11,小学生,女,4.0,9:00-11:00,1
450.0,26.0,6.0,1.0,7.0,4.0,98.0,16,高中生,男,9.0,20:00-21:30,1
451.0,19.0,5.0,1.0,5.0,7.0,80.0,8,小学生,女,8.0,17:00-19:00,0
452.0,16.0,0.0,0.0,0.0,0.0,0.0,31,全职妈妈,男,9.0,20:30-22:00,2
453.0,26.0,5.0,1.0,8.0,2.0,288.0,16,高中生,女,11.0,20:00-21:30,1
454.0,23.0,4.0,1.0,4.0,4.0,48.0,38,全职妈妈,女,12.0,19:00-21:00,0
456.0,25.0,4.0,1.0,3.0,6.0,87.0,16,高中生,女,2.0,20:00-21:30,0
457.0,25.0,6.0,1.0,4.0,7.0,176.0,10,小学生,男,3.0,9:00-11:00,1
458.0,33.0,4.0,1.0,6.0,2.0,102.0,41,全职妈妈,女,7.0,20:30-22:00,1
459.0,24.0,5.0,1.0,9.0,1.0,117.0,42,全职妈妈,男,11.0,15:00-17:00,1
460.0,18.0,2.0,1.0,3.0,4.0,105.0,9,小学生,男,9.0,20:00-21:30,0
461.0,19.0,0.0,0.0,0.0,0.0,0.0,18,高中生,女,14.0,17:00-19:00,2
462.0,24.0,3.0,1.0,3.0,4.0,57.0,44,自由职业者,女,9.0,20:30-22:00,0
463.0,25.0,9.0,1.0,2.0,4.0,102.0,16,高中生,男,6.0,17:00-19:00,1
464.0,21.0,6.0,1.0,4.0,0.0,72.0,15,初中生,女,1.0,9:00-11:00,0
465.0,23.0,8.0,1.0,9.0,6.0,396.0,13,初中生,男,2.0,17:00-19:00,1
466.0,20.0,4.0,1.0,4.0,2.0,172.0,17,高中生,女,12.0,17:00-19:00,0
467.0,16.0,1.0,1.0,5.0,4.0,30.0,13,初中生,男,4.0,9:00-11:00,0
468.0,24.0,5.0,1.0,8.0,5.0,448.0,13,初中生,男,5.0,17:00-19:00,1
469.0,13.0,2.0,1.0,8.0,0.0,344.0,40,销售经理,女,13.0,15:00-17:00,1
470.0,23.0,7.0,1.0,5.0,1.0,260.0,39,教师,女,11.0,15:00-17:00,1
471.0,31.0,3.0,1.0,3.0,4.0,9.0,14,初中生,男,9.0,9:00-11:00,0
472.0,20.0,4.0,1.0,9.0,7.0,522.0,43,教师,女,1.0,20:30-22:00,1
473.0,20.0,2.0,1.0,2.0,4.0,66.0,40,全职妈妈,女,7.0,19:00-21:00,0
474.0,20.0,3.0,1.0,8.0,0.0,8.0,13,初中生,女,8.0,17:00-19:00,0
475.0,28.0,7.0,1.0,7.0,2.0,28.0,34,自由职业者,女,1.0,15:00-17:00,1
476.0,17.0,3.0,1.0,6.0,5.0,324.0,14,初中生,女,3.0,20:00-21:30,1
477.0,23.0,4.0,1.0,9.0,7.0,81.0,13,初中生,男,2.0,20:00-21:30,1
478.0,27.0,5.0,1.0,3.0,1.0,93.0,36,公司职员,男,7.0,15:00-17:00,0
479.0,34.0,6.0,1.0,6.0,7.0,246.0,16,高中生,女,4.0,9:00-11:00,1
480.0,25.0,7.0,1.0,7.0,4.0,280.0,36,销售经理,男,14.0,20:30-22:00,1
481.0,15.0,5.0,1.0,7.0,2.0,84.0,13,初中生,男,4.0,9:00-11:00,0
482.0,29.0,10.0,1.0,5.0,6.0,190.0,10,小学生,女,12.0,9:00-11:00,1
483.0,25.0,7.0,1.0,5.0,5.0,20.0,37,全职妈妈,女,13.0,20:30-22:00,1
484.0,15.0,2.0,1.0,1.0,6.0,57.0,15,初中生,女,5.0,20:00-21:30,0
485.0,23.0,5.0,1.0,7.0,5.0,63.0,14,初中生,男,13.0,9:00-11:00,1
486.0,17.0,3.0,1.0,4.0,1.0,36.0,17,高中生,女,6.0,20:00-21:30,0
487.0,12.0,1.0,1.0,7.0,3.0,259.0,15,初中生,女,12.0,17:00-19:00,0
490.0,19.0,6.0,1.0,3.0,6.0,150.0,16,高中生,男,11.0,9:00-11:00,0
491.0,22.0,4.0,1.0,5.0,5.0,100.0,14,初中生,女,11.0,9:00-11:00,0
492.0,25.0,6.0,1.0,5.0,1.0,35.0,16,高中生,女,6.0,17:00-19:00,0
493.0,21.0,5.0,1.0,4.0,0.0,0.0,11,小学生,男,9.0,9:00-11:00,0
494.0,15.0,5.0,1.0,3.0,1.0,81.0,31,销售经理,女,2.0,15:00-17:00,0
495.0,23.0,5.0,1.0,3.0,1.0,144.0,7,小学生,男,14.0,9:00-11:00,0
497.0,19.0,1.0,1.0,10.0,0.0,130.0,16,高中生,女,11.0,9:00-11:00,0
498.0,14.0,3.0,1.0,2.0,2.0,40.0,30,全职妈妈,男,9.0,20:30-22:00,0
499.0,8.0,0.0,0.0,0.0,0.0,0.0,11,小学生,女,9.0,20:00-21:30,2
500.0,20.0,5.0,1.0,3.0,6.0,60.0,12,小学生,女,13.0,17:00-19:00,0
