user_id,page_views,add_to_cart,purchase,use_count,days_to_first_use,days_since_last_use,年龄,职业,性别,使用频率（次/周）,主要使用时间,使用时间段,cluster
44.0,1,1,0,0,1.0,205.0,14,初中生,女,7,17:00-19:00,18:00-21:00,2
230.0,1,1,0,0,7.0,56.0,14,初中生,男,7,9:00-11:00,19:00-22:00,2
28.0,1,1,0,0,5.0,99.0,22,大学生,女,4,17:00-19:00,20:00-23:00,2
284.0,1,1,1,1,6.0,102.0,15,高中生,男,5,17:00-19:00,18:00-21:00,1
272.0,1,0,0,0,0.0,48.0,50,运营人员,男,1,9:00-11:00,20:00-22:00,0
34.0,1,1,0,0,7.0,295.0,15,高中生,女,5,17:00-19:00,19:00-22:00,2
40.0,1,0,0,0,0.0,282.0,16,高中生,男,7,17:00-19:00,19:00-22:00,0
220.0,1,1,0,0,2.0,24.0,15,初中生,男,7,9:00-11:00,18:00-21:00,2
91.0,1,0,0,0,2.0,69.0,21,大学生,男,6,20:00-21:30,20:00-23:00,0
450.0,1,0,0,0,4.0,98.0,13,初中生,男,7,20:00-21:30,18:00-21:00,0
366.0,1,0,0,0,0.0,93.0,14,初中生,男,7,17:00-19:00,18:00-21:00,0
327.0,1,1,0,0,3.0,300.0,55,教师,女,4,17:00-19:00,07:00-09:00,2
61.0,1,1,1,1,4.0,48.0,20,大学生,男,3,17:00-19:00,18:00-20:00,1
407.0,1,0,0,0,3.0,295.0,34,自由职业者,女,2,9:00-11:00,20:00-22:00,0
334.0,1,0,0,0,3.0,33.0,20,大学生,男,4,20:00-21:30,20:00-23:00,0
102.0,1,0,0,0,0.0,164.0,47,教培机构人员,女,1,9:00-11:00,07:00-09:00,0
38.0,1,1,0,0,6.0,60.0,20,大学生,女,5,17:00-19:00,20:00-23:00,2
480.0,1,1,0,0,4.0,280.0,23,大学生,男,6,20:30-22:00,20:00-23:00,2
237.0,1,0,0,0,4.0,136.0,21,大学生,女,5,17:00-19:00,18:00-20:00,0
485.0,1,0,0,0,5.0,63.0,23,大学生,男,6,9:00-11:00,18:00-20:00,0
275.0,1,1,0,0,0.0,150.0,21,大学生,男,3,19:00-21:00,20:00-23:00,2
348.0,1,0,0,0,7.0,200.0,12,初中生,女,5,17:00-19:00,18:00-21:00,0
183.0,1,0,0,0,1.0,100.0,17,高中生,男,7,9:00-11:00,18:00-21:00,0
394.0,1,1,0,0,7.0,270.0,12,初中生,女,7,20:00-21:30,18:00-21:00,2
63.0,1,1,1,1,7.0,0.0,21,大学生,女,5,20:30-22:00,18:00-20:00,1
145.0,1,0,0,0,1.0,364.0,21,大学生,男,6,9:00-11:00,18:00-20:00,0
94.0,1,0,0,0,1.0,119.0,12,初中生,男,7,9:00-11:00,18:00-21:00,0
442.0,1,0,0,0,7.0,104.0,16,高中生,男,5,20:00-21:30,19:00-22:00,0
229.0,1,1,0,0,4.0,49.0,14,初中生,男,5,19:00-21:00,19:00-22:00,2
419.0,1,1,1,0,3.0,203.0,21,大学生,女,3,20:00-21:30,20:00-23:00,2
298.0,1,0,0,0,1.0,627.0,36,教培机构人员,女,3,9:00-11:00,07:00-09:00,0
218.0,1,1,1,1,1.0,42.0,18,大学生,女,5,20:00-21:30,18:00-20:00,1
105.0,1,0,0,0,5.0,180.0,15,初中生,女,6,15:00-17:00,19:00-22:00,0
147.0,1,1,0,0,6.0,66.0,12,初中生,女,6,9:00-11:00,19:00-22:00,2
481.0,1,0,0,0,2.0,84.0,57,教培机构人员,男,2,9:00-11:00,12:00-14:00,0
250.0,1,1,0,0,1.0,22.0,16,高中生,女,7,9:00-11:00,19:00-22:00,2
245.0,1,1,0,0,0.0,60.0,17,高中生,男,7,15:00-17:00,19:00-22:00,2
428.0,1,1,0,0,4.0,540.0,14,初中生,男,7,17:00-19:00,19:00-22:00,2
300.0,1,0,0,0,1.0,50.0,17,高中生,女,5,9:00-11:00,18:00-21:00,0
158.0,1,0,0,0,1.0,195.0,28,自由职业者,女,3,15:00-17:00,07:00-09:00,0
439.0,1,0,0,0,2.0,342.0,19,大学生,男,5,17:00-19:00,20:00-23:00,0
397.0,1,0,0,0,1.0,90.0,17,高中生,男,5,20:30-22:00,18:00-21:00,0
355.0,1,1,1,1,7.0,0.0,12,初中生,女,5,20:00-21:30,19:00-22:00,1
263.0,1,1,0,0,4.0,75.0,12,初中生,女,6,9:00-11:00,18:00-21:00,2
12.0,1,0,0,0,2.0,560.0,17,高中生,男,7,20:30-22:00,18:00-21:00,0
441.0,1,1,0,0,6.0,265.0,18,高中生,女,5,19:00-21:00,18:00-21:00,2
98.0,1,1,0,0,3.0,357.0,23,大学生,女,4,9:00-11:00,20:00-23:00,2
243.0,1,1,1,1,5.0,0.0,47,公务员,男,1,17:00-19:00,07:00-09:00,1
468.0,1,0,0,0,5.0,448.0,44,产品经理,男,3,17:00-19:00,20:00-22:00,0
135.0,1,0,0,0,0.0,0.0,18,高中生,男,7,9:00-11:00,19:00-22:00,0
212.0,1,0,0,0,0.0,45.0,13,初中生,男,5,15:00-17:00,19:00-22:00,0
420.0,1,0,0,0,5.0,175.0,13,初中生,女,6,19:00-21:00,18:00-21:00,0
112.0,1,1,0,0,5.0,216.0,18,高中生,女,5,20:00-21:30,18:00-21:00,2
288.0,1,0,0,0,4.0,204.0,13,初中生,男,5,9:00-11:00,18:00-21:00,0
377.0,1,0,0,0,5.0,152.0,17,高中生,女,5,19:00-21:00,19:00-22:00,0
429.0,1,0,0,0,7.0,354.0,15,高中生,女,7,17:00-19:00,18:00-21:00,0
81.0,1,0,0,0,6.0,200.0,22,大学生,女,3,20:30-22:00,20:00-23:00,0
18.0,1,0,0,0,1.0,22.0,25,教培机构人员,女,1,17:00-19:00,12:00-14:00,0
324.0,1,1,0,0,1.0,55.0,17,高中生,男,5,20:00-21:30,19:00-22:00,2
58.0,1,0,0,0,7.0,152.0,44,教培机构人员,男,3,19:00-21:00,12:00-14:00,0
127.0,1,0,0,0,4.0,68.0,41,销售经理,女,1,17:00-19:00,07:00-09:00,0
69.0,1,0,0,0,1.0,258.0,22,大学生,女,4,9:00-11:00,20:00-23:00,0
86.0,1,0,0,0,5.0,275.0,13,初中生,男,7,20:30-22:00,19:00-22:00,0
80.0,1,1,1,1,3.0,92.0,42,公务员,女,4,15:00-17:00,07:00-09:00,1
423.0,1,1,0,0,1.0,192.0,37,运营人员,女,1,17:00-19:00,07:00-09:00,2
372.0,1,1,0,0,3.0,115.0,21,大学生,男,6,17:00-19:00,18:00-20:00,2
4.0,1,0,0,0,0.0,190.0,17,高中生,女,6,9:00-11:00,19:00-22:00,0
385.0,1,1,0,0,4.0,116.0,15,初中生,女,5,20:30-22:00,19:00-22:00,2
136.0,1,0,0,0,1.0,180.0,12,初中生,男,6,20:00-21:30,19:00-22:00,0
252.0,1,0,0,0,5.0,140.0,14,初中生,男,5,20:30-22:00,19:00-22:00,0
400.0,1,0,0,0,6.0,94.0,21,大学生,男,5,9:00-11:00,20:00-23:00,0
126.0,1,1,0,0,3.0,6.0,15,高中生,男,5,17:00-19:00,18:00-21:00,2
53.0,1,1,1,1,2.0,140.0,27,教师,女,4,17:00-19:00,12:00-14:00,1
367.0,1,0,0,0,4.0,175.0,35,教师,女,1,20:00-21:30,12:00-14:00,0
343.0,1,0,0,0,1.0,294.0,12,初中生,男,5,9:00-11:00,18:00-21:00,0
339.0,1,1,0,0,5.0,8.0,14,初中生,男,5,17:00-19:00,18:00-21:00,2
75.0,1,1,0,0,6.0,35.0,14,初中生,男,7,20:30-22:00,18:00-21:00,2
311.0,1,0,0,0,1.0,350.0,15,初中生,男,7,9:00-11:00,18:00-21:00,0
180.0,1,1,0,0,3.0,56.0,46,教培机构人员,女,3,20:30-22:00,07:00-09:00,2
297.0,1,0,0,0,3.0,141.0,17,高中生,女,5,19:00-21:00,19:00-22:00,0
165.0,1,0,0,0,0.0,116.0,12,初中生,女,7,17:00-19:00,19:00-22:00,0
255.0,1,0,0,0,2.0,220.0,21,大学生,男,4,17:00-19:00,20:00-23:00,0
123.0,1,0,0,0,1.0,390.0,17,高中生,男,7,20:00-21:30,19:00-22:00,0
84.0,1,0,0,0,4.0,7.0,18,高中生,男,6,9:00-11:00,18:00-21:00,0
319.0,1,0,0,0,6.0,84.0,21,大学生,女,5,17:00-19:00,18:00-20:00,0
186.0,1,0,0,0,6.0,48.0,19,大学生,女,5,17:00-19:00,18:00-20:00,0
226.0,1,0,0,0,4.0,280.0,47,公务员,男,3,20:00-21:30,20:00-22:00,0
296.0,1,0,0,0,1.0,176.0,19,大学生,女,3,17:00-19:00,20:00-23:00,0
494.0,1,0,0,0,1.0,81.0,15,初中生,女,7,15:00-17:00,19:00-22:00,0
121.0,1,0,0,0,3.0,150.0,15,初中生,女,6,17:00-19:00,19:00-22:00,0
448.0,1,0,0,0,4.0,144.0,20,大学生,女,3,9:00-11:00,20:00-23:00,0
57.0,1,0,0,0,4.0,228.0,14,初中生,女,7,20:00-21:30,18:00-21:00,0
411.0,1,0,0,0,2.0,230.0,13,初中生,男,7,17:00-19:00,18:00-21:00,0
41.0,1,1,1,1,3.0,42.0,18,高中生,男,6,20:30-22:00,18:00-21:00,1
74.0,1,0,0,0,2.0,399.0,16,高中生,女,6,19:00-21:00,18:00-21:00,0
388.0,1,1,0,0,5.0,12.0,18,高中生,女,5,9:00-11:00,18:00-21:00,2
23.0,1,1,0,0,7.0,35.0,12,初中生,女,5,15:00-17:00,19:00-22:00,2
390.0,1,0,0,0,3.0,6.0,15,高中生,男,5,20:00-21:30,19:00-22:00,0
155.0,1,1,1,1,6.0,160.0,43,公司职员,女,2,17:00-19:00,20:00-22:00,1
200.0,1,0,0,0,7.0,119.0,58,教师,女,1,15:00-17:00,12:00-14:00,0
3.0,1,1,0,0,6.0,33.0,14,初中生,男,6,17:00-19:00,19:00-22:00,2
97.0,1,1,0,0,4.0,336.0,26,教培机构人员,女,1,17:00-19:00,12:00-14:00,2
35.0,1,0,0,0,5.0,104.0,14,初中生,男,7,15:00-17:00,18:00-21:00,0
268.0,1,0,0,0,3.0,45.0,22,大学生,男,3,9:00-11:00,18:00-20:00,0
473.0,1,0,0,0,4.0,66.0,17,高中生,女,5,19:00-21:00,19:00-22:00,0
96.0,1,1,0,0,0.0,108.0,38,运营人员,女,2,17:00-19:00,07:00-09:00,2
132.0,1,0,0,0,4.0,133.0,18,高中生,女,7,20:30-22:00,19:00-22:00,0
42.0,1,0,0,0,1.0,140.0,17,高中生,女,5,20:00-21:30,18:00-21:00,0
144.0,1,0,0,0,4.0,215.0,21,大学生,男,4,20:00-21:30,20:00-23:00,0
185.0,1,0,0,0,6.0,477.0,15,高中生,男,5,20:30-22:00,18:00-21:00,0
85.0,1,0,0,0,3.0,140.0,38,产品经理,女,3,9:00-11:00,20:00-22:00,0
286.0,1,0,0,0,3.0,162.0,43,产品经理,男,3,19:00-21:00,07:00-09:00,0
313.0,1,1,0,0,0.0,252.0,22,大学生,女,5,20:30-22:00,18:00-20:00,2
15.0,1,0,0,0,4.0,20.0,16,高中生,女,5,9:00-11:00,19:00-22:00,0
306.0,1,1,0,0,7.0,30.0,37,教师,女,3,15:00-17:00,12:00-14:00,2
27.0,1,0,0,0,0.0,224.0,19,大学生,男,5,9:00-11:00,20:00-23:00,0
187.0,1,1,0,0,1.0,36.0,15,高中生,男,6,9:00-11:00,18:00-21:00,2
141.0,1,0,0,0,6.0,56.0,32,公司职员,男,1,20:00-21:30,07:00-09:00,0
259.0,1,1,1,0,6.0,273.0,13,初中生,女,6,19:00-21:00,18:00-21:00,2
326.0,1,0,0,0,7.0,12.0,12,初中生,男,7,17:00-19:00,19:00-22:00,0
11.0,1,1,0,0,5.0,168.0,49,公务员,女,3,17:00-19:00,07:00-09:00,2
194.0,1,1,0,0,7.0,285.0,34,教培机构人员,女,4,17:00-19:00,07:00-09:00,2
62.0,1,1,0,0,5.0,32.0,58,教师,男,3,15:00-17:00,07:00-09:00,2
73.0,1,0,0,0,0.0,162.0,18,大学生,女,6,15:00-17:00,20:00-23:00,0
115.0,1,1,1,1,6.0,231.0,14,初中生,女,7,19:00-21:00,18:00-21:00,1
493.0,1,1,1,1,0.0,0.0,13,初中生,男,6,9:00-11:00,18:00-21:00,1
169.0,1,0,0,0,7.0,290.0,30,教培机构人员,女,2,20:00-21:30,07:00-09:00,0
68.0,1,1,0,0,3.0,300.0,15,初中生,女,7,20:00-21:30,18:00-21:00,2
109.0,1,1,1,1,5.0,217.0,30,公司职员,女,3,20:00-21:30,07:00-09:00,1
205.0,1,0,0,0,1.0,3.0,13,初中生,男,5,17:00-19:00,18:00-21:00,0
416.0,1,0,0,0,7.0,90.0,12,初中生,男,6,17:00-19:00,18:00-21:00,0
179.0,1,0,0,0,5.0,34.0,36,自由职业者,女,1,20:00-21:30,20:00-22:00,0
347.0,1,0,0,0,1.0,231.0,54,教师,男,1,9:00-11:00,07:00-09:00,0
475.0,1,1,1,1,2.0,28.0,12,初中生,女,7,15:00-17:00,18:00-21:00,1
492.0,1,1,1,1,1.0,35.0,12,初中生,女,6,17:00-19:00,19:00-22:00,1
398.0,1,1,0,0,1.0,276.0,14,初中生,女,7,17:00-19:00,19:00-22:00,2
111.0,1,0,0,0,1.0,150.0,37,公司职员,女,4,15:00-17:00,20:00-22:00,0
387.0,1,1,1,1,7.0,9.0,15,高中生,女,7,9:00-11:00,18:00-21:00,1
167.0,1,0,0,0,5.0,114.0,15,初中生,男,6,15:00-17:00,19:00-22:00,0
376.0,1,0,0,0,1.0,318.0,16,高中生,男,6,9:00-11:00,18:00-21:00,0
65.0,1,0,0,0,7.0,370.0,14,初中生,男,7,9:00-11:00,18:00-21:00,0
341.0,1,0,0,0,0.0,364.0,23,大学生,女,6,20:00-21:30,18:00-20:00,0
402.0,1,0,0,0,4.0,210.0,16,高中生,男,7,15:00-17:00,19:00-22:00,0
379.0,1,1,1,1,5.0,288.0,22,大学生,女,6,9:00-11:00,20:00-23:00,1
393.0,1,0,0,0,3.0,195.0,15,初中生,女,7,17:00-19:00,19:00-22:00,0
116.0,1,0,0,0,6.0,336.0,41,教师,男,3,19:00-21:00,12:00-14:00,0
427.0,1,1,0,0,5.0,245.0,44,自由职业者,男,3,20:00-21:30,07:00-09:00,2
32.0,1,0,0,0,6.0,342.0,42,公务员,女,4,17:00-19:00,07:00-09:00,0
117.0,1,1,1,1,1.0,510.0,33,公务员,男,3,19:00-21:00,07:00-09:00,1
172.0,1,1,1,1,1.0,0.0,12,初中生,男,5,20:00-21:30,19:00-22:00,1
16.0,1,0,0,0,2.0,90.0,20,大学生,男,3,17:00-19:00,18:00-20:00,0
231.0,1,0,0,0,7.0,205.0,14,初中生,男,7,9:00-11:00,19:00-22:00,0
415.0,1,1,0,0,3.0,15.0,42,运营人员,女,2,15:00-17:00,20:00-22:00,2
160.0,1,0,0,0,6.0,15.0,17,高中生,男,6,17:00-19:00,18:00-21:00,0
256.0,1,1,1,1,4.0,192.0,50,教师,女,4,17:00-19:00,07:00-09:00,1
177.0,1,1,0,0,3.0,448.0,23,大学生,女,4,17:00-19:00,18:00-20:00,2
491.0,1,1,0,0,5.0,100.0,47,产品经理,女,2,9:00-11:00,07:00-09:00,2
211.0,1,1,1,0,6.0,66.0,18,高中生,女,5,20:30-22:00,18:00-21:00,2
342.0,1,0,0,0,0.0,51.0,37,销售经理,女,3,20:00-21:30,20:00-22:00,0
302.0,1,1,1,0,5.0,185.0,15,初中生,女,7,9:00-11:00,18:00-21:00,2
184.0,1,1,0,0,2.0,29.0,52,教培机构人员,女,4,20:30-22:00,12:00-14:00,2
207.0,1,0,0,0,3.0,42.0,15,高中生,女,7,17:00-19:00,18:00-21:00,0
346.0,1,0,0,0,7.0,270.0,13,初中生,男,5,19:00-21:00,19:00-22:00,0
20.0,1,1,0,0,0.0,36.0,23,大学生,男,3,9:00-11:00,18:00-20:00,2
